Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
474;460;0.0214;0.00520;0.000212;0.525;350
476;460;0.0215;0.00521;0.000213;0.529;490
478;461;0.0215;0.00522;0.000214;0.538;490
480;461;0.0216;0.00524;0.000214;0.54;490
482;462;0.0217;0.00525;0.000215;0.545;490
484;462;0.0217;0.00527;0.000215;0.554;490
486;463;0.0218;0.00529;0.000216;0.556;350
488;463;0.0218;0.00530;0.000217;0.563;350
490;463;0.0219;0.00531;0.000217;0.569;336
492;464;0.022;0.00533;0.000218;0.573;336
494;464;0.022;0.00534;0.000218;0.579;329
496;464;0.0221;0.00536;0.000219;0.584;294
498;465;0.0222;0.00537;0.00022;0.588;371
500;465;0.0222;0.00539;0.00022;0.594;406
502;465;0.0223;0.00540;0.000221;0.602;378
504;466;0.0223;0.00542;0.000221;0.605;350
506;466;0.0224;0.00543;0.000222;0.612;371
508;466;0.0225;0.00545;0.000223;0.616;259
510;467;0.0225;0.00546;0.000223;0.62;238
512;467;0.0226;0.00548;0.000224;0.627;273
514;467;0.0226;0.00549;0.000225;0.631;308
516;468;0.0227;0.00551;0.000225;0.635;315
518;468;0.0228;0.00552;0.000226;0.642;350
520;468;0.0228;0.00554;0.000226;0.648;350
522;469;0.0229;0.00555;0.000227;0.65;364
524;469;0.023;0.00557;0.000228;0.66;490
526;469;0.023;0.00558;0.000228;0.66;490
528;470;0.0231;0.00559;0.000229;0.666;490
530;470;0.0231;0.00561;0.000229;0.676;490
532;470;0.0232;0.00562;0.00023;0.679;476
534;470;0.0233;0.00564;0.000231;0.682;350
536;471;0.0233;0.00566;0.000231;0.69;350
538;471;0.0234;0.00567;0.000232;0.692;350
540;471;0.0234;0.00568;0.000232;0.697;350
542;471;0.0235;0.00570;0.000233;0.703;350
544;472;0.0236;0.00571;0.000234;0.706;350
546;472;0.0236;0.00573;0.000234;0.709;476
548;472;0.0237;0.00574;0.000235;0.716;490
550;472;0.0237;0.00576;0.000235;0.72;490
552;473;0.0238;0.00577;0.000236;0.726;490
554;473;0.0239;0.00579;0.000237;0.732;490
556;473;0.0239;0.00580;0.000237;0.735;350
558;473;0.024;0.00582;0.000238;0.742;350
560;474;0.0241;0.00583;0.000238;0.747;350
562;474;0.0241;0.00585;0.000239;0.747;350
564;474;0.0242;0.00586;0.00024;0.753;350
566;474;0.0242;0.00588;0.00024;0.757;350
568;474;0.0243;0.00589;0.000241;0.76;350
570;474;0.0244;0.00591;0.000241;0.766;350
572;475;0.0244;0.00592;0.000242;0.772;448
574;475;0.0245;0.00594;0.000243;0.774;490
576;475;0.0245;0.00595;0.000243;0.782;490
578;475;0.0246;0.00597;0.000244;0.786;490
580;475;0.0247;0.00598;0.000244;0.788;490
582;475;0.0247;0.00600;0.000245;0.794;378
584;475;0.0248;0.00601;0.000246;0.796;350
586;476;0.0248;0.00602;0.000246;0.799;350
588;476;0.0249;0.00604;0.000247;0.806;350
590;476;0.025;0.00605;0.000248;0.806;350
592;476;0.025;0.00607;0.000248;0.808;350
594;476;0.0251;0.00608;0.000249;0.814;448
596;476;0.0252;0.00610;0.000249;0.816;490
598;476;0.0252;0.00611;0.00025;0.819;490
600;476;0.0253;0.00613;0.000251;0.823;490
602;476;0.0253;0.00614;0.000251;0.825;490
604;476;0.0254;0.00616;0.000252;0.83;378
606;476;0.0255;0.00617;0.000252;0.831;350
608;476;0.0255;0.00619;0.000253;0.833;350
610;476;0.0256;0.00620;0.000254;0.838;350
612;476;0.0257;0.00622;0.000254;0.843;350
614;476;0.0257;0.00623;0.000255;0.843;350
616;476;0.0258;0.00625;0.000255;0.847;350
618;476;0.0258;0.00626;0.000256;0.85;476
620;476;0.0259;0.00628;0.000257;0.85;490
622;476;0.026;0.00629;0.000257;0.854;490
624;476;0.026;0.00631;0.000258;0.855;490
626;476;0.0261;0.00632;0.000258;0.858;490
628;476;0.0261;0.00634;0.000259;0.863;350
630;476;0.0262;0.00635;0.00026;0.862;350
632;476;0.0263;0.00637;0.00026;0.864;350
634;475;0.0263;0.00638;0.000261;0.871;350
636;475;0.0264;0.00640;0.000261;0.868;350
638;475;0.0264;0.00641;0.000262;0.87;350
640;475;0.0265;0.00642;0.000263;0.875;448
642;475;0.0266;0.00644;0.000263;0.873;490
644;475;0.0266;0.00645;0.000264;0.876;490
646;474;0.0267;0.00647;0.000264;0.877;490
648;474;0.0268;0.00649;0.000265;0.876;490
650;474;0.0268;0.00650;0.000266;0.878;378
652;474;0.0269;0.00651;0.000266;0.878;350
654;473;0.0269;0.00653;0.000267;0.876;350
656;473;0.027;0.00654;0.000267;0.881;350
658;473;0.0271;0.00656;0.000268;0.879;350
660;473;0.0271;0.00657;0.000269;0.877;350
662;473;0.0272;0.00659;0.000269;0.882;350
664;472;0.0272;0.00660;0.00027;0.881;392
666;472;0.0273;0.00662;0.000271;0.882;490
668;472;0.0274;0.00663;0.000271;0.885;490
670;472;0.0274;0.00665;0.000272;0.885;490
672;472;0.0275;0.00666;0.000272;0.886;490
674;471;0.0276;0.00668;0.000273;0.889;448
676;471;0.0276;0.00669;0.000274;0.886;350
678;471;0.0277;0.00671;0.000274;0.891;350
680;471;0.0277;0.00672;0.000275;0.888;350
682;471;0.0278;0.00674;0.000275;0.885;350
684;470;0.0279;0.00675;0.000276;0.889;350
686;470;0.0279;0.00676;0.000277;0.89;350
688;470;0.028;0.00678;0.000277;0.889;490
690;470;0.028;0.00680;0.000278;0.895;490
692;470;0.0281;0.00681;0.000278;0.894;490
694;469;0.0282;0.00683;0.000279;0.896;490
696;469;0.0282;0.00684;0.00028;0.897;490
698;469;0.0283;0.00685;0.00028;0.896;350
700;469;0.0284;0.00687;0.000281;0.899;350
702;469;0.0284;0.00688;0.000281;0.901;350
704;468;0.0285;0.00690;0.000282;0.897;350
706;468;0.0285;0.00691;0.000283;0.897;350
708;468;0.0286;0.00693;0.000283;0.899;350
710;468;0.0287;0.00694;0.000284;0.897;378
712;468;0.0287;0.00696;0.000284;0.901;490
714;467;0.0288;0.00697;0.000285;0.905;490
716;467;0.0288;0.00699;0.000286;0.901;490
718;467;0.0289;0.00700;0.000286;0.904;490
720;467;0.029;0.00702;0.000287;0.903;462
722;467;0.029;0.00703;0.000287;0.901;350
724;466;0.0291;0.00705;0.000288;0.905;350
726;466;0.0291;0.00706;0.000289;0.903;350
728;466;0.0292;0.00708;0.000289;0.905;350
730;466;0.0293;0.00709;0.00029;0.908;350
732;466;0.0293;0.00710;0.00029;0.905;364
734;465;0.0294;0.00712;0.000291;0.908;490
736;465;0.0295;0.00714;0.000292;0.907;490
738;465;0.0295;0.00715;0.000292;0.908;490
740;465;0.0296;0.00717;0.000293;0.913;490
742;465;0.0296;0.00718;0.000293;0.912;462
744;465;0.0297;0.00719;0.000294;0.914;350
746;465;0.0298;0.00721;0.000295;0.924;350
748;465;0.0298;0.00722;0.000295;0.92;350
750;465;0.0299;0.00724;0.000296;0.919;350
752;465;0.0299;0.00725;0.000296;0.923;350
754;464;0.03;0.00727;0.000297;0.924;350
756;464;0.0301;0.00728;0.000298;0.924;434
758;464;0.0301;0.00730;0.000298;0.934;490
760;464;0.0302;0.00731;0.000299;0.929;490
762;464;0.0303;0.00733;0.0003;0.929;490
764;464;0.0303;0.00734;0.0003;0.929;490
766;463;0.0304;0.00736;0.000301;0.925;406
768;463;0.0304;0.00737;0.000301;0.931;350
770;463;0.0305;0.00739;0.000302;0.926;350
772;463;0.0306;0.00740;0.000303;0.927;350
774;463;0.0306;0.00742;0.000303;0.928;350
776;463;0.0307;0.00743;0.000304;0.926;350
778;462;0.0307;0.00745;0.000304;0.928;350
780;462;0.0308;0.00746;0.000305;0.932;448
782;462;0.0309;0.00748;0.000306;0.932;490
784;462;0.0309;0.00749;0.000306;0.936;490
786;462;0.031;0.00750;0.000307;0.937;490
788;462;0.0311;0.00752;0.000307;0.934;490
790;462;0.0311;0.00753;0.000308;0.941;392
792;462;0.0312;0.00755;0.000309;0.94;350
794;462;0.0312;0.00756;0.000309;0.938;350
796;462;0.0313;0.00758;0.00031;0.947;350
798;462;0.0314;0.00759;0.00031;0.945;350
800;462;0.0314;0.00761;0.000311;0.95;350
802;462;0.0315;0.00762;0.000312;0.952;378
804;462;0.0315;0.00764;0.000312;0.952;490
806;462;0.0316;0.00765;0.000313;0.958;490
808;462;0.0317;0.00767;0.000313;0.959;490
810;462;0.0317;0.00768;0.000314;0.959;490
812;462;0.0318;0.00770;0.000315;0.964;462
814;462;0.0318;0.00771;0.000315;0.964;350
816;462;0.0319;0.00773;0.000316;0.966;350
818;462;0.032;0.00774;0.000316;0.972;350
820;462;0.032;0.00775;0.000317;0.97;350
822;462;0.0321;0.00777;0.000318;0.976;350
824;462;0.0322;0.00779;0.000318;0.977;350
826;462;0.0322;0.00780;0.000319;0.979;462
828;462;0.0323;0.00782;0.000319;0.986;490
830;462;0.0323;0.00783;0.00032;0.985;490
832;462;0.0324;0.00784;0.000321;0.988;490
834;462;0.0325;0.00786;0.000321;0.996;490
836;462;0.0325;0.00787;0.000322;0.996;378
838;462;0.0326;0.00789;0.000322;0.997;350
840;462;0.0326;0.00790;0.000323;1;350
842;462;0.0327;0.00792;0.000324;1;350
844;462;0.0328;0.00793;0.000324;1.01;350
846;462;0.0328;0.00795;0.000325;1.01;350
848;462;0.0329;0.00796;0.000326;1.01;364
850;462;0.033;0.00798;0.000326;1.02;490
852;462;0.033;0.00799;0.000327;1.02;490
854;462;0.0331;0.00801;0.000327;1.02;490
856;462;0.0331;0.00802;0.000328;1.03;490
858;462;0.0332;0.00804;0.000329;1.02;476
860;463;0.0333;0.00805;0.000329;1.03;350
862;463;0.0333;0.00807;0.00033;1.03;350
864;463;0.0334;0.00808;0.00033;1.03;350
866;463;0.0334;0.00810;0.000331;1.04;350
